id,paper_trade_id,buy_or_sell,asset_type,delta
1649,ase_pt_ad40ee17f4b24319,SHORT,PUT,-0.5000
1648,ase_pt_ad40ee17f4b24319,LONG,PUT,-0.5000
1005,ase_pt_a2df9c7deeea4407,LONG,PUT,-0.5000
1985,ase_pt_77eb0b5360724f38,LONG,PUT,-0.5000
1644,ase_pt_f02c2b0e4ea846d5,LONG,PUT,-0.5000
503,ase_pt_b6be8e95c33a4553,LONG,PUT,-0.5000
1101,ase_pt_304246ad516046d6,SHORT,PUT,-0.5000
990,ase_pt_3f620ebb349a4df9,LONG,PUT,-0.5000
986,ase_pt_963783dd4e834ad5,SHORT,PUT,-0.5000
1206,ase_pt_7c3ef7e616e149da,SHORT,PUT,-0.5000
712,ase_pt_3c3d96cd00fa4b9f,SHORT,PUT,-0.5000
1212,ase_pt_7de3ce6fbc8845a0,SHORT,PUT,-0.5000
1941,ase_pt_284fd697de8f4add,LONG,PUT,-0.5000
1940,ase_pt_284fd697de8f4add,SHORT,PUT,-0.5000
543,ase_pt_fd8f510a65cb426a,SHORT,PUT,-0.5000
1466,ase_pt_c8a9b9a5f23c4a02,LONG,PUT,-0.5000
241,ase_pt_001f7af9440e43f5,LONG,PUT,-0.5500
1229,ase_pt_d98382cd2b4f4c2d,LONG,PUT,-0.5500
881,ase_pt_7d604ae2b8b84008,LONG,PUT,-0.5500
2027,ase_pt_7306e190b47841d5,LONG,PUT,-0.5500
2009,ase_pt_a9ede8c2b6164324,LONG,PUT,-0.5500
909,ase_pt_e7742d0825944040,LONG,PUT,-0.5500
1775,ase_pt_d5cd7abcf3714a9e,LONG,PUT,-0.5500
589,ase_pt_0dc88f03b7564659,LONG,PUT,-0.5500
251,ase_pt_6117d75ace464771,LONG,PUT,-0.5500
1297,ase_pt_5b1ade8a47a2427c,LONG,PUT,-0.5500
977,ase_pt_98a9900391574b3c,LONG,PUT,-0.5500
1201,ase_pt_9685e32cd4cc4f00,LONG,PUT,-0.5500
891,ase_pt_848e090753ce4b78,LONG,PUT,-0.5500
561,ase_pt_c8310c4a33604a82,LONG,PUT,-0.5500
571,ase_pt_5f8707ca4cb44569,LONG,PUT,-0.5500
269,ase_pt_071adb86c61641aa,LONG,PUT,-0.5500
1534,ase_pt_6fbaf19c00b54f5a,LONG,PUT,-0.5500
2095,ase_pt_c63b5ebecfbb40ba,LONG,PUT,-0.5500
1211,ase_pt_7de3ce6fbc8845a0,LONG,PUT,-0.5500
1679,ase_pt_7fdb187c20744630,LONG,PUT,-0.5500
1999,ase_pt_28328029a7f34d5d,LONG,PUT,-0.5500
1524,ase_pt_5949f93a17d240ae,LONG,PUT,-0.5500
657,ase_pt_c3b3676b3dca4053,LONG,PUT,-0.5500
337,ase_pt_7c43d64b976b406e,LONG,PUT,-0.5500
1707,ase_pt_19fd1a1afed14598,LONG,PUT,-0.5500
1689,ase_pt_f13c06fdca6c4252,LONG,PUT,-0.5500
63,ase_pt_f90caba5eb23474c,LONG,PUT,-0.5800
38,ase_pt_e93e30f16e154e46,LONG,PUT,-0.5800
88,ase_pt_ea65248f920c4afd,LONG,PUT,-0.5800
152,ase_pt_3a64d9fcbff1414d,LONG,PUT,-0.6000
1112,ase_pt_7c1b674006aa4427,LONG,PUT,-0.6000
1471,ase_pt_1ca9d2bc3c954aa1,LONG,PUT,-0.6000
508,ase_pt_21edb5107520446d,LONG,PUT,-0.6000
1626,ase_pt_4a733320cf6c430b,LONG,PUT,-0.6000
1946,ase_pt_4be2cf80d3624f25,LONG,PUT,-0.6000
188,ase_pt_1cdfe82457184b5e,LONG,PUT,-0.6000
1910,ase_pt_d69231f049ab4610,LONG,PUT,-0.6000
792,ase_pt_68dedcd545444fa1,LONG,PUT,-0.6000
1148,ase_pt_2e78f09475d34b9c,LONG,PUT,-0.6000
828,ase_pt_68eeb4f5c58f48cd,LONG,PUT,-0.6000
1435,ase_pt_f19a297d7ecc4a07,LONG,PUT,-0.6000
472,ase_pt_8779236ee5114ad7,LONG,PUT,-0.6000
1590,ase_pt_25af5afd3fb64392,LONG,PUT,-0.6000
1377,ase_pt_eb98d0776e8e4c2b,LONG,PUT,-0.6200
417,ase_pt_274b14eb2f984158,LONG,PUT,-0.6200
1057,ase_pt_b217288663e64abf,LONG,PUT,-0.6200
1855,ase_pt_9193accc15f84997,LONG,PUT,-0.6200
2175,ase_pt_9bb6a291e8394a63,LONG,PUT,-0.6200
737,ase_pt_23c047592c864aa6,LONG,PUT,-0.6200
780,ase_pt_d66365d89f08431d,LONG,PUT,-0.6500
1578,ase_pt_cb4bcbf8a2d84d5f,LONG,PUT,-0.6500
460,ase_pt_e8185dd214344b3d,LONG,PUT,-0.6500
1898,ase_pt_5b47757a95a44adf,LONG,PUT,-0.6500
1423,ase_pt_80ab7cc88064422c,LONG,PUT,-0.6500
140,ase_pt_38c8440699ab4e45,LONG,PUT,-0.6500
1100,ase_pt_304246ad516046d6,LONG,PUT,-0.6500
436,ase_pt_3847e37dbe01457c,LONG,PUT,-0.7000
1869,ase_pt_1ea1196300224d4b,LONG,PUT,-0.7000
756,ase_pt_a786e2c48589413f,LONG,PUT,-0.7000
1638,ase_pt_685e2dc764044b0a,LONG,PUT,-0.7000
1483,ase_pt_c467febe9f4646de,LONG,PUT,-0.7000
1394,ase_pt_feb277e4ceee4a33,LONG,PUT,-0.7000
1399,ase_pt_f7783f7e02854358,LONG,PUT,-0.7000
1071,ase_pt_1c95fb9bd5194ab1,LONG,PUT,-0.7000
200,ase_pt_82ada73b5e58432a,LONG,PUT,-0.7000
111,ase_pt_b81ee0040f7d4f04,LONG,PUT,-0.7000
751,ase_pt_e7789d15879a45eb,LONG,PUT,-0.7000
1958,ase_pt_490447f9a8614b5a,LONG,PUT,-0.7000
116,ase_pt_426a457a5c514b82,LONG,PUT,-0.7000
520,ase_pt_8e442eea96e1491f,LONG,PUT,-0.7000
1874,ase_pt_b19c89664d8d4c91,LONG,PUT,-0.7000
431,ase_pt_6b35e0a20e884b30,LONG,PUT,-0.7000
1554,ase_pt_145e7e156a714c6b,LONG,PUT,-0.7000
1160,ase_pt_a56d6cd8ff234e19,LONG,PUT,-0.7000
1076,ase_pt_8b3c4ae687964a70,LONG,PUT,-0.7000
1549,ase_pt_0410e0d5f8af4361,LONG,PUT,-0.7000
840,ase_pt_df9ef3680a77413b,LONG,PUT,-0.7000
1073,ase_pt_df836ccb480e43ac,LONG,PUT,-0.8000
113,ase_pt_5777f328ee784956,LONG,PUT,-0.8000
753,ase_pt_c985351fe54449c8,LONG,PUT,-0.8000
1871,ase_pt_2c74697a3b3b4846,LONG,PUT,-0.8000
1396,ase_pt_8f07b5e253e84aac,LONG,PUT,-0.8000
433,ase_pt_f8bf64f3692e4ea8,LONG,PUT,-0.8000
1551,ase_pt_5cd9914d28294eaa,LONG,PUT,-0.8000
